data.consumption,data.time,data.period,device
443,2024-09-25T20:29:42.000Z,26,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
5419,2024-09-25T20:30:25.000Z,39,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4204,2024-09-25T20:31:17.000Z,29,816932d0-4a9c-11ef-b3c5-85b5ce342d21
12837,2024-09-25T20:31:22.000Z,90,81689b30-4a9c-11ef-ad50-1d2daba32da0
8201,2024-09-25T20:32:31.000Z,46,81689b30-4a9c-11ef-ad50-1d2daba32da0
4675,2024-09-25T20:33:02.000Z,43,816932d0-4a9c-11ef-b3c5-85b5ce342d21
8436,2024-09-25T20:42:23.000Z,95,81689b30-4a9c-11ef-ad50-1d2daba32da0
9778,2024-09-25T20:42:25.000Z,95,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
93,2024-09-25T20:46:28.000Z,3,816932d0-4a9c-11ef-b3c5-85b5ce342d21
150,2024-09-25T20:46:33.000Z,4,8165a900-4a9c-11ef-8393-69e55944ae1e
386,2024-09-25T20:52:18.000Z,13,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
96,2024-09-25T21:08:27.000Z,21,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
339,2024-09-25T21:10:42.000Z,12,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
296,2024-09-25T21:16:09.000Z,15,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
23336,2024-09-25T21:22:49.000Z,185,81689b30-4a9c-11ef-ad50-1d2daba32da0
256,2024-09-25T21:26:08.000Z,15,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
354,2024-09-25T21:27:09.000Z,12,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
9839,2024-09-25T21:30:10.000Z,50,81689b30-4a9c-11ef-ad50-1d2daba32da0
424,2024-09-25T21:31:33.000Z,5,816932d0-4a9c-11ef-b3c5-85b5ce342d21
393,2024-09-25T21:31:49.000Z,14,8164cb10-4a9c-11ef-b24b-055224f3eeba
5286,2024-09-25T21:32:13.000Z,35,81689b30-4a9c-11ef-ad50-1d2daba32da0
10553,2024-09-25T21:33:00.000Z,61,816932d0-4a9c-11ef-b3c5-85b5ce342d21
957,2024-09-25T21:33:13.000Z,11,8164cb10-4a9c-11ef-b24b-055224f3eeba
9540,2024-09-25T21:34:30.000Z,57,816932d0-4a9c-11ef-b3c5-85b5ce342d21
21992,2024-09-25T21:40:31.000Z,157,816932d0-4a9c-11ef-b3c5-85b5ce342d21
387,2024-09-25T21:40:53.000Z,5,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4590,2024-09-25T21:45:21.000Z,43,816932d0-4a9c-11ef-b3c5-85b5ce342d21
113,2024-09-25T21:48:59.000Z,4,8170c860-4a9c-11ef-a57d-1978fe7d9161
96,2024-09-25T21:49:03.000Z,3,816932d0-4a9c-11ef-b3c5-85b5ce342d21
128,2024-09-25T21:49:07.000Z,3,81689b30-4a9c-11ef-ad50-1d2daba32da0
213,2024-09-25T21:49:08.000Z,12,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
119,2024-09-25T21:49:12.000Z,4,8165a900-4a9c-11ef-8393-69e55944ae1e
18703,2024-09-26T09:38:31.000Z,94,816932d0-4a9c-11ef-b3c5-85b5ce342d21
5481,2024-09-26T09:40:33.000Z,38,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3596,2024-09-26T10:04:29.000Z,17,81653450-4a9c-11ef-a236-3bbfdd38639d
83,2024-09-26T11:34:48.000Z,5,8170c860-4a9c-11ef-a57d-1978fe7d9161
2277,2024-09-26T11:35:06.000Z,15,81653450-4a9c-11ef-a236-3bbfdd38639d
1119,2024-09-26T11:47:20.000Z,26,8170c860-4a9c-11ef-a57d-1978fe7d9161
8024,2024-09-26T11:47:31.000Z,33,81653450-4a9c-11ef-a236-3bbfdd38639d
3378,2024-09-26T11:53:43.000Z,14,81653450-4a9c-11ef-a236-3bbfdd38639d
693,2024-09-26T11:54:26.000Z,9,81653450-4a9c-11ef-a236-3bbfdd38639d
2212,2024-09-26T11:54:53.000Z,13,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1850,2024-09-26T11:55:20.000Z,14,81689b30-4a9c-11ef-ad50-1d2daba32da0
1586,2024-09-26T11:55:52.000Z,17,8165a900-4a9c-11ef-8393-69e55944ae1e
51395,2024-09-26T12:06:48.000Z,276,81689b30-4a9c-11ef-ad50-1d2daba32da0
1433,2024-09-26T12:10:47.000Z,12,8170c860-4a9c-11ef-a57d-1978fe7d9161
15896,2024-09-26T12:11:47.000Z,122,81689b30-4a9c-11ef-ad50-1d2daba32da0
5860,2024-09-26T12:40:05.000Z,56,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3539,2024-09-26T13:07:23.000Z,14,8170c860-4a9c-11ef-a57d-1978fe7d9161
1183,2024-09-26T14:39:02.000Z,8,8170c860-4a9c-11ef-a57d-1978fe7d9161
348,2024-09-26T15:08:26.000Z,35,81653450-4a9c-11ef-a236-3bbfdd38639d
4987,2024-09-26T15:20:17.000Z,30,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4737,2024-09-26T15:22:04.000Z,69,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2536,2024-09-26T15:23:45.000Z,42,81689b30-4a9c-11ef-ad50-1d2daba32da0
5125,2024-09-26T15:23:47.000Z,42,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
507,2024-09-26T15:41:52.000Z,10,81689b30-4a9c-11ef-ad50-1d2daba32da0
3133,2024-09-26T15:42:32.000Z,40,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3000,2024-09-26T15:44:25.000Z,78,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1692,2024-09-26T15:53:16.000Z,55,81653450-4a9c-11ef-a236-3bbfdd38639d
1860,2024-09-26T17:04:00.000Z,102,816932d0-4a9c-11ef-b3c5-85b5ce342d21
51050,2024-09-26T17:20:55.000Z,667,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
693,2024-09-26T18:23:52.000Z,52,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
331,2024-09-26T18:36:13.000Z,10,81653450-4a9c-11ef-a236-3bbfdd38639d
7925,2024-09-26T19:37:24.000Z,51,81689b30-4a9c-11ef-ad50-1d2daba32da0
2421,2024-09-26T19:38:58.000Z,67,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1366,2024-09-26T19:40:00.000Z,41,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
2724,2024-09-26T19:40:03.000Z,41,81689b30-4a9c-11ef-ad50-1d2daba32da0
6351,2024-09-26T20:07:51.000Z,100,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
13356,2024-09-26T20:07:54.000Z,106,81689b30-4a9c-11ef-ad50-1d2daba32da0
2557,2024-09-26T20:12:27.000Z,44,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2654,2024-09-26T20:13:26.000Z,38,816932d0-4a9c-11ef-b3c5-85b5ce342d21
246,2024-09-26T21:13:19.000Z,5,8164cb10-4a9c-11ef-b24b-055224f3eeba
2312,2024-09-26T21:16:06.000Z,31,81689b30-4a9c-11ef-ad50-1d2daba32da0
8296,2024-09-26T21:16:15.000Z,152,816932d0-4a9c-11ef-b3c5-85b5ce342d21
7022,2024-09-26T21:16:44.000Z,63,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
12925,2024-09-26T21:17:04.000Z,171,8164cb10-4a9c-11ef-b24b-055224f3eeba
6201,2024-09-26T21:18:30.000Z,62,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
896,2024-09-26T21:21:08.000Z,81,81689b30-4a9c-11ef-ad50-1d2daba32da0
7124,2024-09-26T21:21:10.000Z,90,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3822,2024-09-26T21:21:49.000Z,111,816932d0-4a9c-11ef-b3c5-85b5ce342d21
8877,2024-09-26T21:22:06.000Z,125,8164cb10-4a9c-11ef-b24b-055224f3eeba
11989,2024-09-26T20:15:26.000Z,97,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
5924,2024-09-26T20:17:20.000Z,99,8164cb10-4a9c-11ef-b24b-055224f3eeba
4018,2024-09-26T20:29:52.000Z,70,8170c860-4a9c-11ef-a57d-1978fe7d9161
2865,2024-09-26T20:29:55.000Z,45,81653450-4a9c-11ef-a236-3bbfdd38639d
8804,2024-09-26T20:31:13.000Z,108,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1512,2024-09-26T20:31:59.000Z,48,81653450-4a9c-11ef-a236-3bbfdd38639d
7545,2024-09-26T21:24:41.000Z,42,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
545,2024-09-26T21:26:46.000Z,41,81689b30-4a9c-11ef-ad50-1d2daba32da0
146,2024-09-26T21:34:57.000Z,1,81689b30-4a9c-11ef-ad50-1d2daba32da0
160,2024-09-26T21:34:59.000Z,3,8164cb10-4a9c-11ef-b24b-055224f3eeba
156,2024-09-26T21:35:01.000Z,3,8165a900-4a9c-11ef-8393-69e55944ae1e
153,2024-09-26T21:35:04.000Z,2,8161ea40-4a9c-11ef-82d3-2ffa8384e699
12293,2024-09-27T09:07:05.000Z,83,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
6536,2024-09-27T09:26:14.000Z,47,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1272,2024-09-27T09:28:08.000Z,43,8164cb10-4a9c-11ef-b24b-055224f3eeba
1516,2024-09-27T09:28:10.000Z,26,816932d0-4a9c-11ef-b3c5-85b5ce342d21
6862,2024-09-27T09:30:06.000Z,86,81689b30-4a9c-11ef-ad50-1d2daba32da0
10056,2024-09-27T09:30:08.000Z,80,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
2910,2024-09-27T09:34:57.000Z,88,816932d0-4a9c-11ef-b3c5-85b5ce342d21
10103,2024-09-27T11:24:37.000Z,36,81653450-4a9c-11ef-a236-3bbfdd38639d
2059,2024-09-27T11:25:31.000Z,8,81653450-4a9c-11ef-a236-3bbfdd38639d
3593,2024-09-27T11:41:26.000Z,15,81653450-4a9c-11ef-a236-3bbfdd38639d
7219,2024-09-27T11:53:19.000Z,26,81653450-4a9c-11ef-a236-3bbfdd38639d
9978,2024-09-27T11:55:29.000Z,47,81653450-4a9c-11ef-a236-3bbfdd38639d
3812,2024-09-27T11:56:02.000Z,68,8161ea40-4a9c-11ef-82d3-2ffa8384e699
801,2024-09-27T11:57:06.000Z,15,81653450-4a9c-11ef-a236-3bbfdd38639d
513,2024-09-27T12:46:12.000Z,20,8164cb10-4a9c-11ef-b24b-055224f3eeba
615,2024-09-27T15:41:40.000Z,17,81689b30-4a9c-11ef-ad50-1d2daba32da0
1683,2024-09-27T15:42:14.000Z,31,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3462,2024-09-27T15:44:40.000Z,99,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
124,2024-09-27T17:59:13.000Z,3,816932d0-4a9c-11ef-b3c5-85b5ce342d21
136,2024-09-27T17:59:21.000Z,5,8161ea40-4a9c-11ef-82d3-2ffa8384e699
3971,2024-09-27T19:26:44.000Z,54,816932d0-4a9c-11ef-b3c5-85b5ce342d21
16053,2024-09-27T19:30:09.000Z,216,81689b30-4a9c-11ef-ad50-1d2daba32da0
20524,2024-09-27T19:30:10.000Z,214,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
4316,2024-09-27T19:31:11.000Z,34,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1730,2024-09-27T19:31:51.000Z,17,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3895,2024-09-27T19:35:10.000Z,29,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1475,2024-09-27T19:36:18.000Z,43,81653450-4a9c-11ef-a236-3bbfdd38639d
7539,2024-09-27T19:37:39.000Z,56,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4733,2024-09-27T19:38:45.000Z,42,816932d0-4a9c-11ef-b3c5-85b5ce342d21
7707,2024-09-27T20:07:11.000Z,116,81689b30-4a9c-11ef-ad50-1d2daba32da0
119,2024-09-27T21:10:17.000Z,22,816932d0-4a9c-11ef-b3c5-85b5ce342d21
215,2024-09-27T21:11:54.000Z,6,8165a900-4a9c-11ef-8393-69e55944ae1e
9933,2024-09-27T21:14:19.000Z,108,81689b30-4a9c-11ef-ad50-1d2daba32da0
7728,2024-09-27T21:14:22.000Z,98,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
11389,2024-09-27T21:16:49.000Z,216,8161ea40-4a9c-11ef-82d3-2ffa8384e699
6293,2024-09-27T21:16:51.000Z,216,8165a900-4a9c-11ef-8393-69e55944ae1e
3646,2024-09-27T21:19:40.000Z,79,81689b30-4a9c-11ef-ad50-1d2daba32da0
15743,2024-09-27T21:20:11.000Z,103,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1565,2024-09-27T21:20:34.000Z,8,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
916,2024-09-27T21:21:21.000Z,13,8161ea40-4a9c-11ef-82d3-2ffa8384e699
575,2024-09-27T21:22:22.000Z,11,8164cb10-4a9c-11ef-b24b-055224f3eeba
2743,2024-09-27T21:24:35.000Z,17,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1836,2024-09-27T21:25:11.000Z,67,816932d0-4a9c-11ef-b3c5-85b5ce342d21
10709,2024-09-27T21:29:51.000Z,51,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
5619,2024-09-27T21:31:04.000Z,28,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3593,2024-09-28T07:22:28.000Z,18,81653450-4a9c-11ef-a236-3bbfdd38639d
7756,2024-09-28T08:30:22.000Z,28,81653450-4a9c-11ef-a236-3bbfdd38639d
6498,2024-09-28T08:32:21.000Z,23,81653450-4a9c-11ef-a236-3bbfdd38639d
877,2024-09-28T08:33:05.000Z,4,81653450-4a9c-11ef-a236-3bbfdd38639d
5809,2024-09-28T08:35:02.000Z,31,81653450-4a9c-11ef-a236-3bbfdd38639d
7922,2024-09-28T08:36:14.000Z,28,81653450-4a9c-11ef-a236-3bbfdd38639d
11413,2024-09-28T08:55:26.000Z,40,81653450-4a9c-11ef-a236-3bbfdd38639d
171,2024-09-28T08:56:57.000Z,11,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2075,2024-09-28T08:57:23.000Z,11,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1460,2024-09-28T08:57:51.000Z,19,8161ea40-4a9c-11ef-82d3-2ffa8384e699
23177,2024-09-28T09:11:13.000Z,281,81689b30-4a9c-11ef-ad50-1d2daba32da0
32462,2024-09-28T09:11:15.000Z,219,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
6365,2024-09-28T11:06:08.000Z,99,8165a900-4a9c-11ef-8393-69e55944ae1e
7566,2024-09-28T12:24:08.000Z,40,81653450-4a9c-11ef-a236-3bbfdd38639d
1880,2024-09-28T12:24:24.000Z,21,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
4757,2024-09-28T12:25:34.000Z,23,81653450-4a9c-11ef-a236-3bbfdd38639d
127,2024-09-28T12:54:29.000Z,13,816932d0-4a9c-11ef-b3c5-85b5ce342d21
146,2024-09-28T12:55:39.000Z,3,8165a900-4a9c-11ef-8393-69e55944ae1e
4486,2024-09-28T12:56:35.000Z,42,81689b30-4a9c-11ef-ad50-1d2daba32da0
4669,2024-09-28T12:56:52.000Z,117,8164cb10-4a9c-11ef-b24b-055224f3eeba
6640,2024-09-28T12:58:18.000Z,64,81689b30-4a9c-11ef-ad50-1d2daba32da0
5553,2024-09-28T12:58:19.000Z,64,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
172,2024-09-28T12:59:44.000Z,6,81689b30-4a9c-11ef-ad50-1d2daba32da0
1222,2024-09-28T12:59:50.000Z,49,8164cb10-4a9c-11ef-b24b-055224f3eeba
4189,2024-09-28T13:04:01.000Z,71,8164cb10-4a9c-11ef-b24b-055224f3eeba
1012,2024-09-28T13:16:19.000Z,87,816932d0-4a9c-11ef-b3c5-85b5ce342d21
819,2024-09-28T13:18:38.000Z,67,816932d0-4a9c-11ef-b3c5-85b5ce342d21
375,2024-09-28T13:21:24.000Z,14,81689b30-4a9c-11ef-ad50-1d2daba32da0
5513,2024-09-28T13:49:39.000Z,119,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
6928,2024-09-28T14:49:27.000Z,60,81689b30-4a9c-11ef-ad50-1d2daba32da0
396,2024-09-28T14:52:29.000Z,4,81689b30-4a9c-11ef-ad50-1d2daba32da0
163,2024-09-28T14:52:37.000Z,4,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1627,2024-09-28T14:54:17.000Z,37,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
5177,2024-09-28T14:54:19.000Z,37,81689b30-4a9c-11ef-ad50-1d2daba32da0
178,2024-09-28T14:55:42.000Z,9,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
354,2024-09-28T14:55:44.000Z,8,81689b30-4a9c-11ef-ad50-1d2daba32da0
112,2024-09-28T18:06:46.000Z,3,8165a900-4a9c-11ef-8393-69e55944ae1e
122,2024-09-28T18:06:49.000Z,5,8161ea40-4a9c-11ef-82d3-2ffa8384e699
3328,2024-09-28T18:11:57.000Z,43,81653450-4a9c-11ef-a236-3bbfdd38639d
245,2024-09-28T18:50:22.000Z,5,816932d0-4a9c-11ef-b3c5-85b5ce342d21
862,2024-09-28T15:42:13.000Z,55,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1354,2024-09-28T15:54:11.000Z,53,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
340,2024-09-28T15:55:29.000Z,23,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1646,2024-09-28T15:55:31.000Z,24,81689b30-4a9c-11ef-ad50-1d2daba32da0
1881,2024-09-28T17:48:24.000Z,18,8170c860-4a9c-11ef-a57d-1978fe7d9161
3116,2024-09-28T17:48:26.000Z,20,81653450-4a9c-11ef-a236-3bbfdd38639d
1115,2024-09-28T17:50:10.000Z,10,8164cb10-4a9c-11ef-b24b-055224f3eeba
634,2024-09-28T17:50:23.000Z,7,8170c860-4a9c-11ef-a57d-1978fe7d9161
1027,2024-09-28T17:50:25.000Z,7,81653450-4a9c-11ef-a236-3bbfdd38639d
981,2024-09-28T17:51:36.000Z,7,8170c860-4a9c-11ef-a57d-1978fe7d9161
593,2024-09-28T17:51:39.000Z,7,81653450-4a9c-11ef-a236-3bbfdd38639d
11151,2024-09-29T08:39:48.000Z,59,81653450-4a9c-11ef-a236-3bbfdd38639d
1727,2024-09-29T08:45:11.000Z,8,81653450-4a9c-11ef-a236-3bbfdd38639d
3271,2024-09-29T10:06:22.000Z,13,81653450-4a9c-11ef-a236-3bbfdd38639d
5304,2024-09-29T10:14:02.000Z,20,81653450-4a9c-11ef-a236-3bbfdd38639d
122,2024-09-29T10:16:23.000Z,3,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
7342,2024-09-29T11:28:16.000Z,65,81689b30-4a9c-11ef-ad50-1d2daba32da0
987,2024-09-29T11:29:48.000Z,17,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
951,2024-09-29T11:32:36.000Z,8,81689b30-4a9c-11ef-ad50-1d2daba32da0
80,2024-09-29T12:41:54.000Z,6,81653450-4a9c-11ef-a236-3bbfdd38639d
118,2024-09-29T12:57:22.000Z,17,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
2456,2024-09-29T12:57:43.000Z,36,81689b30-4a9c-11ef-ad50-1d2daba32da0
133,2024-09-29T13:05:20.000Z,1,81653450-4a9c-11ef-a236-3bbfdd38639d
115,2024-09-29T13:05:23.000Z,1,8165a900-4a9c-11ef-8393-69e55944ae1e
15392,2024-09-29T13:06:09.000Z,193,81689b30-4a9c-11ef-ad50-1d2daba32da0
18340,2024-09-29T13:06:12.000Z,192,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1168,2024-09-30T07:03:52.000Z,20,81653450-4a9c-11ef-a236-3bbfdd38639d
9071,2024-09-30T09:44:11.000Z,58,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2904,2024-09-30T09:46:19.000Z,43,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2621,2024-09-30T09:46:20.000Z,63,8164cb10-4a9c-11ef-b24b-055224f3eeba
9781,2024-09-30T09:50:50.000Z,211,81689b30-4a9c-11ef-ad50-1d2daba32da0
12375,2024-09-30T09:51:14.000Z,203,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3939,2024-09-30T09:54:52.000Z,21,816932d0-4a9c-11ef-b3c5-85b5ce342d21
939,2024-09-30T09:59:53.000Z,14,8164cb10-4a9c-11ef-b24b-055224f3eeba
12584,2024-09-30T10:02:23.000Z,160,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2131,2024-09-30T11:34:45.000Z,11,81653450-4a9c-11ef-a236-3bbfdd38639d
2096,2024-09-30T11:35:31.000Z,8,81653450-4a9c-11ef-a236-3bbfdd38639d
286,2024-09-30T11:36:33.000Z,36,8170c860-4a9c-11ef-a57d-1978fe7d9161
8427,2024-09-30T11:36:34.000Z,35,81653450-4a9c-11ef-a236-3bbfdd38639d
212,2024-09-30T11:39:12.000Z,22,8170c860-4a9c-11ef-a57d-1978fe7d9161
6130,2024-09-30T11:39:14.000Z,23,81653450-4a9c-11ef-a236-3bbfdd38639d
5296,2024-09-30T11:47:18.000Z,20,81653450-4a9c-11ef-a236-3bbfdd38639d
192,2024-09-30T11:47:20.000Z,20,8170c860-4a9c-11ef-a57d-1978fe7d9161
1183,2024-09-30T11:48:35.000Z,21,8165a900-4a9c-11ef-8393-69e55944ae1e
578,2024-09-30T11:49:05.000Z,19,81689b30-4a9c-11ef-ad50-1d2daba32da0
348,2024-09-30T11:49:28.000Z,11,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1272,2024-09-30T11:49:29.000Z,11,8164cb10-4a9c-11ef-b24b-055224f3eeba
1863,2024-09-30T11:50:57.000Z,36,8170c860-4a9c-11ef-a57d-1978fe7d9161
8263,2024-09-30T11:50:59.000Z,36,81653450-4a9c-11ef-a236-3bbfdd38639d
8868,2024-09-30T12:21:44.000Z,72,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1584,2024-09-30T12:51:46.000Z,11,81689b30-4a9c-11ef-ad50-1d2daba32da0
37448,2024-09-30T12:58:36.000Z,268,81689b30-4a9c-11ef-ad50-1d2daba32da0
16537,2024-09-30T12:58:43.000Z,234,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
606,2024-09-30T13:39:30.000Z,21,8161ea40-4a9c-11ef-82d3-2ffa8384e699
3709,2024-09-30T13:40:38.000Z,77,8165a900-4a9c-11ef-8393-69e55944ae1e
2466,2024-09-30T13:45:43.000Z,90,8161ea40-4a9c-11ef-82d3-2ffa8384e699
4649,2024-09-30T13:45:44.000Z,90,8165a900-4a9c-11ef-8393-69e55944ae1e
922,2024-09-30T14:27:31.000Z,31,81653450-4a9c-11ef-a236-3bbfdd38639d
316,2024-09-30T14:27:33.000Z,31,8170c860-4a9c-11ef-a57d-1978fe7d9161
1309,2024-09-30T15:42:30.000Z,21,816932d0-4a9c-11ef-b3c5-85b5ce342d21
9369,2024-09-30T15:44:22.000Z,121,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
20256,2024-09-30T15:44:25.000Z,171,81689b30-4a9c-11ef-ad50-1d2daba32da0
13268,2024-09-30T18:00:57.000Z,118,81689b30-4a9c-11ef-ad50-1d2daba32da0
11103,2024-09-30T18:01:11.000Z,109,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
98,2024-09-30T18:18:45.000Z,3,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
771,2024-09-30T18:38:06.000Z,24,8170c860-4a9c-11ef-a57d-1978fe7d9161
104,2024-09-30T19:12:30.000Z,4,816932d0-4a9c-11ef-b3c5-85b5ce342d21
103,2024-09-30T19:12:34.000Z,3,81689b30-4a9c-11ef-ad50-1d2daba32da0
110,2024-09-30T19:12:37.000Z,4,8165a900-4a9c-11ef-8393-69e55944ae1e
289,2024-09-30T19:23:54.000Z,11,81653450-4a9c-11ef-a236-3bbfdd38639d
609,2024-09-30T19:23:55.000Z,11,8170c860-4a9c-11ef-a57d-1978fe7d9161
6975,2024-09-30T19:38:51.000Z,138,8164cb10-4a9c-11ef-b24b-055224f3eeba
20630,2024-09-30T19:39:38.000Z,259,816932d0-4a9c-11ef-b3c5-85b5ce342d21
83,2024-09-30T19:51:51.000Z,5,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
8853,2024-09-30T19:59:45.000Z,189,816932d0-4a9c-11ef-b3c5-85b5ce342d21
7086,2024-09-30T20:13:20.000Z,79,81689b30-4a9c-11ef-ad50-1d2daba32da0
13249,2024-09-30T20:18:07.000Z,130,816932d0-4a9c-11ef-b3c5-85b5ce342d21
372,2024-09-30T20:18:55.000Z,45,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
8772,2024-09-30T20:21:14.000Z,105,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2415,2024-09-30T20:22:44.000Z,30,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
2903,2024-09-30T20:22:46.000Z,30,81689b30-4a9c-11ef-ad50-1d2daba32da0
4553,2024-09-30T20:25:14.000Z,112,81689b30-4a9c-11ef-ad50-1d2daba32da0
8428,2024-09-30T20:26:48.000Z,95,816932d0-4a9c-11ef-b3c5-85b5ce342d21
5890,2024-09-30T20:28:30.000Z,56,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4683,2024-09-30T20:29:44.000Z,47,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2725,2024-09-30T20:49:10.000Z,37,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
4259,2024-09-30T20:49:13.000Z,38,81689b30-4a9c-11ef-ad50-1d2daba32da0
13728,2024-09-30T21:09:23.000Z,180,81689b30-4a9c-11ef-ad50-1d2daba32da0
21634,2024-09-30T21:09:28.000Z,184,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
140,2024-09-30T21:18:03.000Z,73,8164cb10-4a9c-11ef-b24b-055224f3eeba
546,2024-09-30T21:18:13.000Z,16,8161ea40-4a9c-11ef-82d3-2ffa8384e699
1353,2024-09-30T21:18:53.000Z,38,81689b30-4a9c-11ef-ad50-1d2daba32da0
1184,2024-09-30T21:18:58.000Z,41,816932d0-4a9c-11ef-b3c5-85b5ce342d21
512,2024-09-30T21:19:49.000Z,38,8165a900-4a9c-11ef-8393-69e55944ae1e
8543,2024-09-30T21:20:33.000Z,98,8164cb10-4a9c-11ef-b24b-055224f3eeba
310,2024-09-30T21:20:56.000Z,32,8165a900-4a9c-11ef-8393-69e55944ae1e
262,2024-09-30T21:23:00.000Z,3,8164cb10-4a9c-11ef-b24b-055224f3eeba
3278,2024-09-30T21:24:04.000Z,30,8164cb10-4a9c-11ef-b24b-055224f3eeba
1092,2024-09-30T21:24:06.000Z,33,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4431,2024-09-30T21:25:19.000Z,35,8164cb10-4a9c-11ef-b24b-055224f3eeba
2096,2024-09-30T21:31:52.000Z,89,816932d0-4a9c-11ef-b3c5-85b5ce342d21
266,2024-09-30T21:33:10.000Z,8,8170c860-4a9c-11ef-a57d-1978fe7d9161
14634,2024-10-01T07:40:58.000Z,106,81689b30-4a9c-11ef-ad50-1d2daba32da0
6281,2024-10-01T07:52:33.000Z,35,8170c860-4a9c-11ef-a57d-1978fe7d9161
80,2024-10-01T07:54:34.000Z,9,8161ea40-4a9c-11ef-82d3-2ffa8384e699
2283,2024-10-01T08:26:41.000Z,20,8170c860-4a9c-11ef-a57d-1978fe7d9161
